	text	label
4063	this latest installment of the horror film franchise that is apparently as invulnerable as its trademark villain has arrived for an incongruous summer playoff , demonstrating yet again that the era of the intelligent , well-made b movie is long gone . 	1
200	[reno] delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion . 	1
1313	raimi crafted a complicated hero who is a welcome relief from the usual two-dimensional offerings . 	1
2504	the longer version may be truer to tornatore's tripartite vision--and less simply cloying and calculated--but ultimately it's also less coherent and emotionally satisfying . 	1
7540	he gets fired , beaten up , and so on . 	0
4966	a modest and acerbically clever escapade that relies more on wit than excitement . 	1
220	making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to affirm love's power to help people endure almost unimaginable horror . 	1
6868	there is only one drawback , the sorceress and the priestess are sisters . 	0
8210	the rich woman seeks the help of her lawyers to find her lost grandson cary and eventually finds him living in a deprived area with cass . 	0
4390	although shot with little style , skins is heartfelt and achingly real . 	1
3318	filled with alexandre desplat's haunting and sublime music , the movie completely transfixes the audience . 	1
4393	berling and b�art . . . continue to impress , and isabelle huppert . . . again shows uncanny skill in getting under the skin of her characters . 	1
1701	on its own , it's not very interesting . as a remake , it's a pale imitation . 	1
9720	searching for validity , recognition , and truth , he befriends a quirky computer genius and a kickboxing goddess , who all help one another realize what they have been missing from their lives . 	0
8029	beth's style is further cramped by the responsibilities of single motherhood . 	0
9000	atlantic city serenade is about the price we pay for the choices we make in the quest for power over our own inner demons . 	0
3280	we've seen it all before in one form or another , but director hoffman , with great help from kevin kline , makes us care about this latest reincarnation of the world's greatest teacher . 	1
3821	[siegal] proves that you don't have to be a just out of film school gen-x'er to make a resonant and entertaining movie about young adults . 	1
202	the movie is a desperate miscalculation . it gives poor dana carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time . 	1
5149	sid , a sloth who never stops talking is left behind sleeping while everyone else begins the journey to the south . 	0
7565	the lead character of bruce is a tribute to the late great martial arts legend and portrays many of the stereotypical characteristics and ideosyncrasies that distinguished his illustrious career . 	0
4962	rock's stand-up magic wanes . hopkins , squarely fills the screen . action - mechanical . 	1
857	viewers will need all the luck they can muster just figuring out who's who in this pretentious mess . 	1
3166	the far future may be awesome to consider , but from period detail to matters of the heart , this film is most transporting when it stays put in the past . 	1
7138	like an exotic , endangered species , these colorful cars roam around this island paradise trapped in a 1950's time warp . 	0
7226	the characters struggle to find love in a world that no longer needs sex to reproduce , a world that is changing and is populated with people who use provisional identities and are seen through virtual selves and a world where love is the only thing that makes things real . 	0
629	there's nothing provocative about this film save for the ways in which it studiously avoids provoking thought . 	1
231	tsai has a well-deserved reputation as one of the cinema world's great visual stylists , and in this film , every shot enhances the excellent performances . 	1
9145	tells the important , but little-known story of dismantling segregation in the polite society that was bermuda in the 1950s . 	0
3813	a savage john waters-like humor that dances on the edge of tastelessness without ever quite falling over . 	1
7237	hot on the trail of the principle villains , bond travels to iceland where he experiences at first hand the power of an amazing new weapon before a dramatic confrontation with his main adversary back in korea where it all started . . . 	0
8513	kay has since returned to the comforts of civilian life while jay continues to work for the men in black , the highly funded yet unofficial government agency that regulates all things alien on earth . 	0
